medication_id,medication_name,drug_class,dose_band,dominant_effect,pharmacological_target,receptor_or_mechanism,anxiety_score,sleep_score,mood_score,energy_score,cognition_score,sedation_risk,weight_gain_risk,extrapyramidal_risk,explanation_for_motor,current_source_status,source_required,source_reference,integration_status,drug_class_source,dose_band_source,dominant_effect_source,pharmacological_target_source,receptor_or_mechanism_source,anxiety_score_source,sleep_score_source,mood_score_source,energy_score_source,cognition_score_source,sedation_risk_source,weight_gain_risk_source,extrapyramidal_risk_source,source_legend
olanzapina,Olanzapina,Antipsicotico atipico,"2,5–5 mg/dia: baixa exposição; sedação e aumento do apetite já podem ocorrer.
5–10 mg/dia: faixa comum.
10–20 mg/dia: maior efeito antipsicótico/antimaníaco e maior carga metabólica. (DM/ST-PG/ST-E/GG/Maudsley)","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","psicose, mania, sono, apetite (TM/T5)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",2,4,4,1,1,3,4,1,"Uma das maiores propensões a ganho de peso e alterações metabólicas.
Risco extrapiramidal relativamente baixo.",official_label_located_pending_formal_review,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",backlog_only,TM(Tabela 5),"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY",TM(Tabela 5),"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY",TM(Tabela 5),TM(Tabela 5),TM(Tabela 5),TM(Tabela 5),"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY",TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,"300–600 mg/dia: início/titulação.
900–1.200 mg/dia: faixa comum de manutenção em epilepsia.
Até 2.400 mg/dia: estudada em determinados contextos, com mais efeitos adversos.
No transtorno bipolar, o uso possui base menos estabelecida do que lítio, valproato ou carbamazepina.

A bula oral descreve início em 600 mg/dia e alvo frequente de 1.200 mg/dia, com 2.400 mg/dia estudados em conversão para monoterapia. (DM/GG/CANMAT/ISBD)",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),"estabilidade, impulsividade (TM/T7)",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),1,1,3,1,PENDENTE_PESQUISAR,cautela registrada: sedacao,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 300–600 mg/dia: início/titulação.
900–1.200 mg/dia: faixa comum de manutenção em epilepsia.
Até 2.400 mg/dia: estudada em determinados contextos, com mais efeitos adversos.
No transtorno bipolar, o uso possui base menos estabelecida do que lítio, valproato ou carbamazepina.

A bula oral descreve início em 600 mg/dia e alvo frequente de 1.200 mg/dia, com 2.400 mg/dia estudados em conversão para monoterapia.",official_label_located_pending_formal_review,"Dose: FDA/DAILYMED, Trileptal — oxcarbazepine; Anvisa. Uso no transtorno bipolar: CANMAT/ISBD, com evidência mais limitada. Mecanismo: GG. Fonte: FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed. No texto original, as faixas correspondem principalmente à epilepsia, não a um perfil receptorial psiquiátrico.","FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",backlog_only,TM(Tabela 7),"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.","FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.",TM(Tabela 7),"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.",TM(Tabela 7),TM(Tabela 7),TM(Tabela 7),TM(Tabela 7),PENDENTE_PESQUISAR,TM(Tabela 7),TM(Tabela 7),TM(Tabela 7),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
paroxetina,Paroxetina,SSRI/serotonergico,"10 mg/dia: início ou maior sensibilidade.
20–40 mg/dia: faixa terapêutica habitual.
Até 50–60 mg/dia: depende da formulação e da indicação.

A carga anticolinérgica e os sintomas de descontinuação tornam-se mais relevantes com maior exposição. (DM/ST-E/GG/Maudsley)",SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),"ansiedade, humor (TM/T1/T2)",SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),3,1,1,2,PENDENTE_PESQUISAR,nao cadastrado,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 10 mg/dia: início ou maior sensibilidade.
20–40 mg/dia: faixa terapêutica habitual.
Até 50–60 mg/dia: depende da formulação e da indicação.

A carga anticolinérgica e os sintomas de descontinuação tornam-se mais relevantes com maior exposição.",official_label_located_pending_formal_review,"Dose: FDA/DAILYMED, Paxil/Paxil CR — paroxetine; Anvisa. Mecanismo: STAHL-MEC; GG. Descontinuação e interações: MAUDSLEY. Fonte: FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.","FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac",backlog_only,TM(Tabela 1|Tabela 2),"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.","FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.",TM(Tabela 1|Tabela 2),"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.",TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),PENDENTE_PESQUISAR,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
quetiapina,Quetiapina,Antipsicotico atipico,25-100 mg/dia: predomina sedacao/ansiolise por H1 e alfa-1. 150-300 mg/dia: faixa antidepressiva/bipolar depressiva; bipolar depressao: 300 mg ao deitar. 300-800 mg/dia: faixa antimanica/antipsicotica; esquizofrenia 150-750 mg/dia; mania/manutencao bipolar 400-800 mg/dia. (DM/ST-E/GG),"Perfil depende da dose: sedativo em baixa dose, antidepressivo/bipolar depressivo em faixa intermediaria, antimanico/antipsicotico em dose maior. (DM/ST-E/GG)","sono/sedacao, bipolar depressivo, mania, psicose/esquizofrenia conforme dose e quadro (DM/ST-E/GG)",Antagonismo 5-HT2A/D2/H1/alfa-1; norquetiapina contribui com NET e 5-HT1A. (ST-E/GG/DM),3,5,4,1,1,4,3,1,"Sedação intensa e risco metabólico moderado-alto.
Risco extrapiramidal geralmente baixo.",source_reference_mapped_pending_formal_review,"FDA_SEROQUEL; FDA_SEROQUEL_XR;
STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN",DM; ST-E; GG,backlog_only,TM(Tabela 5),DM; ST-E; GG,DM; ST-E; GG,DM; ST-E; GG,ST-E; GG; DM,TM(Tabela 5),TM(Tabela 5),TM(Tabela 5),TM(Tabela 5),"FDA_SEROQUEL; FDA_SEROQUEL_XR;
STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN","FDA_SEROQUEL; FDA_SEROQUEL_XR;
STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN","FDA_SEROQUEL; FDA_SEROQUEL_XR;
STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN","FDA_SEROQUEL; FDA_SEROQUEL_XR;
STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN",TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira; HC=Health Canada product monograph
risperidona,Risperidona,Antipsicotico atipico,"0,25–1 mg/dia: baixa exposição e usos específicos.
1–4 mg/dia: faixa antipsicótica comum.
4–6 mg/dia: maior risco de EPS e hiperprolactinemia.
Acima de 6 mg/dia: frequentemente mais efeitos sem benefício proporcional. (DM/ST-PG/ST-E/GG/Maudsley)","Antipsicótico com efeito D2 progressivamente mais intenso com aumento
da dose, associado a risco de hiperprolactinemia e sintomas extrapiramidais. (DM/ST-PG/ST-E/GG/Maudsley)","psicose, mania, irritabilidade (TM/T5)","Antagonismo D2 e 5-HT2A;
também antagonismo alfa-1 e H1 em menor grau. (DM/ST-PG/ST-E/GG/Maudsley)",1,2,3,1,1,2,3,3,"Risco extrapiramidal e de prolactina superior ao de quetiapina
e olanzapina. Ganho de peso moderado-alto.",official_label_located_pending_formal_review,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",backlog_only,TM(Tabela 5),"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY",TM(Tabela 5),"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY",TM(Tabela 5),TM(Tabela 5),TM(Tabela 5),TM(Tabela 5),"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY",TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
sertralina,Sertralina,SSRI,"25 mg/dia: titulação inicial frequente em pânico, TEPT e ansiedade social.
50–200 mg/dia: faixa terapêutica adulta conforme indicação. (DM/ST-PG/ST-E/GG)","Antidepressivo e ansiolítico predominantemente serotoninérgico.
Geralmente neutro ou discretamente ativador, embora possa causar
sonolência em alguns pacientes. (DM/ST-PG/ST-E/GG)","ansiedade, humor, toc (TM/T1/T2)",Inibição seletiva do transportador de serotonina — SERT. (DM/ST-PG/ST-E/GG),4,1,1,2,2,1,1,0,"Baixa carga sedativa, metabólica e extrapiramidal.
Não há efeito pró-cognitivo direto bem estabelecido.",official_label_located_pending_formal_review,"FDA_ZOLOFT; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; Zoloft Prescribing Information;
Stahl’s Essential Psychopharmacology;
Stahl’s Prescriber’s Guide;
Goodman & Gilman.","FDA_ZOLOFT; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; Zoloft Prescribing Information;
Stahl’s Essential Psychopharmacology;
Stahl’s Prescriber’s Guide;
Goodman & Gilman.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ddfd698-3d47-fc0e-e063-6394a90accec",backlog_only,TM(Tabela 1|Tabela 2),FDA_ZOLOFT; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_ZOLOFT; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,TM(Tabela 1|Tabela 2),FDA_ZOLOFT; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),FDA_ZOLOFT; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_ZOLOFT; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_ZOLOFT; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_ZOLOFT; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
tioridazina,Tioridazina,Antipsicotico tipico,"25–100 mg/dia: sedação e efeitos anticolinérgicos/α1.
100–300 mg/dia: maior efeito antipsicótico.
Até 800 mg/dia: faixa histórica máxima, atualmente pouco apropriada devido ao risco cardíaco.

Deve ter alerta crítico para prolongamento do QT, arritmia e uso restrito; não deveria aparecer como alternativa comum do ranking.
Estabilizadores do humor e anticonvulsivantes

Nestes medicamentos, criar faixas “por receptor” seria inadequado. O motor deve apresentar titulação, indicação, concentração sérica quando aplicável e interações, não supostos mecanismos diferentes. (DM/ANVISA/ST-E/GG)",RESTRITO_ALTO_RISCO. (DM/ANVISA/ST-E/GG),"psicose, agitacao, sedacao (TM/T3)",RESTRITO_ALTO_RISCO. (DM/ANVISA/ST-E/GG),1,2,2,0,PENDENTE_PESQUISAR,cautela registrada: sedacao,nao cadastrado,cautela registrada: eps,"Dose - efeito cadastrado a partir da tabela enviada: 25–100 mg/dia: sedação e efeitos anticolinérgicos/α1.
100–300 mg/dia: maior efeito antipsicótico.
Até 800 mg/dia: faixa histórica máxima, atualmente pouco apropriada devido ao risco cardíaco.

Deve ter alerta crítico para prolongamento do QT, arritmia e uso restrito; não deveria aparecer como alternativa comum do ranking.
Estabilizadores do humor e anticonvulsivantes

Nestes medicamentos, criar faixas “por receptor” seria inadequado. O motor deve apresentar titulação, indicação, concentração sérica quando aplicável e interações, não supostos mecanismos diferentes.",official_label_located_pending_formal_review,"Dose e restrições: FDA/DAILYMED histórico, Mellaril — thioridazine; Anvisa/SmPC vigente. QT e arritmias: bula regulatória. Mecanismo: STAHL-MEC; GG. Fonte: FDA/Mellaril Prescribing Information; bula profissional Anvisa; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed. No ranking, deve aparecer como medicamento de uso restrito/alto risco, não como alternativa rotineira.","FDA/Mellaril Prescribing Information; bula profissional Anvisa; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fd16a99-e856-4a37-9dae-c443714fac14",backlog_only,TM(Tabela 3),"FDA/Mellaril Prescribing Information; bula profissional Anvisa; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.","FDA/Mellaril Prescribing Information; bula profissional Anvisa; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.",TM(Tabela 3),"FDA/Mellaril Prescribing Information; bula profissional Anvisa; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.",TM(Tabela 3),TM(Tabela 3),TM(Tabela 3),TM(Tabela 3),PENDENTE_PESQUISAR,TM(Tabela 3),TM(Tabela 3),TM(Tabela 3),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
topiramato,Topiramato,Anticonvulsivante/estabilizador,"25–50 mg/dia: titulação; já podem surgir parestesias ou efeitos cognitivos.
100–200 mg/dia: faixa empregada em algumas indicações neurológicas e usos específicos.
200–400 mg/dia: maior ação anticonvulsivante, com maior risco de prejuízo cognitivo e metabólico.
Não possui eficácia estabelecida como estabilizador central para mania. (DM/GG/CANMAT/ISBD)","INDICACAO_DEPENDENTE_DA_DOSE, não mudança de receptor. (DM/GG/CANMAT/ISBD)","estabilidade, impulsividade (TM/T8)","INDICACAO_DEPENDENTE_DA_DOSE, não mudança de receptor. (DM/GG/CANMAT/ISBD)",1,1,3,1,PENDENTE_PESQUISAR,cautela registrada: sedacao,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 25–50 mg/dia: titulação; já podem surgir parestesias ou efeitos cognitivos.
100–200 mg/dia: faixa empregada em algumas indicações neurológicas e usos específicos.
200–400 mg/dia: maior ação anticonvulsivante, com maior risco de prejuízo cognitivo e metabólico.
Não possui eficácia estabelecida como estabilizador central para mania.",official_label_located_pending_formal_review,"Dose: FDA/DAILYMED, Topamax — topiramate; Anvisa. Indicações neurológicas: FDA. Uso psiquiátrico e ausência de eficácia central para mania: CANMAT/ISBD. Mecanismo: GG. Fonte: FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.","FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",backlog_only,TM(Tabela 8),"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.","FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.",TM(Tabela 8),"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.",TM(Tabela 8),TM(Tabela 8),TM(Tabela 8),TM(Tabela 8),PENDENTE_PESQUISAR,TM(Tabela 8),TM(Tabela 8),TM(Tabela 8),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
trazodona,Trazodona,SARI,"25–100 mg à noite: predominam antagonismo H1, α1 e 5-HT2A → sedação e auxílio do sono.
100–150 mg/dia: transição para maior atividade serotoninérgica, ainda frequentemente sedativa.
150–300 mg/dia: faixa antidepressiva oral usual, com maior contribuição da inibição do transportador de serotonina.
Até 400 mg/dia em ambulatório, conforme bula/referência específica; doses maiores exigem contexto especializado. (DM/ST-E/GG)",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),"sono, humor (TM/T1/T2)",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),2,5,1,1,PENDENTE_PESQUISAR,cautela registrada: sedacao,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 25–100 mg à noite: predominam antagonismo H1, α1 e 5-HT2A → sedação e auxílio do sono.
100–150 mg/dia: transição para maior atividade serotoninérgica, ainda frequentemente sedativa.
150–300 mg/dia: faixa antidepressiva oral usual, com maior contribuição da inibição do transportador de serotonina.
Até 400 mg/dia em ambulatório, conforme bula/referência específica; doses maiores exigem contexto especializado.",official_label_located_pending_formal_review,"Dose antidepressiva: FDA/DAILYMED, Trazodone Hydrochloride. Mecanismo e perfil hipnótico em dose baixa: STAHL-MEC; GG; revisão farmacológica específica. Fonte: DailyMed, Trazodone Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; revisão farmacológica sobre trazodona em baixa e alta dose. A literatura descreve que doses baixas exploram sobretudo 5-HT2A, H1 e α1, enquanto doses antidepressivas apresentam contribuição mais relevante da inibição de SERT. Texto seguro: 25–100 mg/dia: efeito sedativo-hipnótico relacionado principalmente a 5-HT2A, H1 e α1. 150–300 mg/dia: faixa antidepressiva, com maior participação da inibição do transportador de serotonina. Fonte: FDA/DailyMed Trazodone; Stahl, 5ª ed.; revisão farmacológica de trazodona.","DailyMed, Trazodone Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; revisão farmacológica sobre trazodona em baixa e alta dose.; FDA/DailyMed Trazodone; Stahl, 5ª ed.; revisão farmacológica de trazodona.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc5f266-6c0e-4b9a-b6e0-ea694928b948",backlog_only,TM(Tabela 1|Tabela 2),"DailyMed, Trazodone Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; revisão farmacológica sobre trazodona em baixa e alta dose.; FDA/DailyMed Trazodone; Stahl, 5ª ed.; revisão farmacológica de trazodona.","DailyMed, Trazodone Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; revisão farmacológica sobre trazodona em baixa e alta dose.; FDA/DailyMed Trazodone; Stahl, 5ª ed.; revisão farmacológica de trazodona.",TM(Tabela 1|Tabela 2),"DailyMed, Trazodone Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; revisão farmacológica sobre trazodona em baixa e alta dose.; FDA/DailyMed Trazodone; Stahl, 5ª ed.; revisão farmacológica de trazodona.",TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),PENDENTE_PESQUISAR,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
valproato,Valproato,Estabilizador de humor,"Dose guiada por peso, resposta, formulação e concentração sérica.
Na mania, a valproatemia é mais útil que uma divisão rígida em mg. (DM/GG/Maudsley/CANMAT/ISBD)",Anticonvulsivante e estabilizador do humor com efeito antimaníaco. (DM/GG/Maudsley/CANMAT/ISBD),"mania, impulsividade, estabilidade (TM/T7/T8)","Aumento da transmissão GABAérgica;
modulação de canais de sódio e cálcio;
múltiplos efeitos intracelulares. (DM/GG/Maudsley/CANMAT/ISBD)",1,2,5,1,1,2,3,0,"Pode causar sonolência, tremor, lentificação subjetiva e ganho de peso.
Não possui risco extrapiramidal característico.",official_label_located_pending_formal_review,"FDA_VALPROIC_ACID; FDA_DEPAKOTE;
CANMAT_ISBD; MAUDSLEY; GOODMAN_GILMAN","FDA_VALPROIC_ACID; FDA_DEPAKOTE;
CANMAT_ISBD; MAUDSLEY; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b619f73-44e5-4a99-b425-a96cb2228c87",backlog_only,TM(Tabela 7|Tabela 8),"FDA_VALPROIC_ACID; FDA_DEPAKOTE;
CANMAT_ISBD; MAUDSLEY; GOODMAN_GILMAN","FDA_VALPROIC_ACID; FDA_DEPAKOTE;
CANMAT_ISBD; MAUDSLEY; GOODMAN_GILMAN",TM(Tabela 7|Tabela 8),"FDA_VALPROIC_ACID; FDA_DEPAKOTE;
CANMAT_ISBD; MAUDSLEY; GOODMAN_GILMAN",TM(Tabela 7|Tabela 8),TM(Tabela 7|Tabela 8),TM(Tabela 7|Tabela 8),TM(Tabela 7|Tabela 8),"FDA_VALPROIC_ACID; FDA_DEPAKOTE;
CANMAT_ISBD; MAUDSLEY; GOODMAN_GILMAN","FDA_VALPROIC_ACID; FDA_DEPAKOTE;
CANMAT_ISBD; MAUDSLEY; GOODMAN_GILMAN","FDA_VALPROIC_ACID; FDA_DEPAKOTE;
CANMAT_ISBD; MAUDSLEY; GOODMAN_GILMAN","FDA_VALPROIC_ACID; FDA_DEPAKOTE;
CANMAT_ISBD; MAUDSLEY; GOODMAN_GILMAN",TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
venlafaxina,Venlafaxina,SNRI,"37,5–75 mg/dia: maior predomínio serotoninérgico.
150–225 mg/dia: participação noradrenérgica mais relevante.
Acima de 225 mg/dia: maior exposição noradrenérgica, conforme formulação
e indicação. (DM/ST-PG/ST-E/GG)","Antidepressivo serotoninérgico em doses menores, com participação
noradrenérgica progressivamente maior em doses mais elevadas. (DM/ST-PG/ST-E/GG)","energia, ansiedade, humor, dor (TM/T1/T2)","Inibição de SERT e NET.
A inibição de SERT é mais evidente em baixa dose; NET ganha relevância
com o aumento da exposição. (DM/ST-PG/ST-E/GG)",4,1,1,3,2,1,1,0,"Baixa carga metabólica e extrapiramidal.
Pode provocar insônia, ativação ou sonolência.",official_label_located_pending_formal_review,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c,backlog_only,TM(Tabela 1|Tabela 2),FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,TM(Tabela 1|Tabela 2),FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
