medication_name,disease_or_context,role,status,phase,notes,source_reference,review_status
Duloxetina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Venlafaxina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Venlafaxina XR,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Desvenlafaxina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Mirtazapina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Trazodona,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Nortriptilina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Risperidona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Lurasidona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Vortioxetina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Dosulepina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Quetiapina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Mirtazapina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Fenobarbital,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Agomelatina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Litio,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Olanzapina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Venlafaxina XR,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Topiramato,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Venlafaxina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Mianserina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Carbamazepina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Lamotrigina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Doxepina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Imipramina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Sertralina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Divalproato,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Escitalopram,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Tioridazina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Vilazodona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Amitriptilina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Fluoxetina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Naltrexona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Aripiprazol,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Levomepromazina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Duloxetina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Fluvoxamina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Oxcarbazepina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Desvenlafaxina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Bupropiona XL,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Maprotilina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clozapina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Desipramina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Bupropiona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Trazodona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Citalopram,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Valproato,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clomipramina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clorpromazina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Paroxetina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Haloperidol,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Fenitoina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Bupropiona,Tabagismo,cessacao_tabagismo,principal_conforme_formulacao,,Separar indicacao de depressao da cessacao do tabagismo.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Bupropiona XL,Tabagismo,cessacao_tabagismo,principal_conforme_formulacao,,Separar indicacao de depressao da cessacao do tabagismo.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Fluoxetina,Transtorno disforico pre-menstrual,tratamento_tdpm,principal_ou_conforme_evidencia,,,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Sertralina,Transtorno disforico pre-menstrual,tratamento_tdpm,principal_ou_conforme_evidencia,,,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Paroxetina,Transtorno disforico pre-menstrual,tratamento_tdpm,principal_ou_conforme_evidencia,,,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Escitalopram,Transtorno disforico pre-menstrual,tratamento_tdpm,principal_ou_conforme_evidencia,,,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Alprazolam,Transtorno do panico,tratamento_sintomatico_rapido,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Alprazolam,Ansiedade aguda,adjuvante_curto_prazo,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Alprazolam,TAG,adjuvante_temporario,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Alprazolam,Insonia,off_label_nao_preferencial,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Bromazepam,Ansiedade aguda,adjuvante_curto_prazo,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",Bula profissional Anvisa/SmPC bromazepam; BNF; Stahl; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Bromazepam,TAG,adjuvante_temporario,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",Bula profissional Anvisa/SmPC bromazepam; BNF; Stahl; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Bromazepam,Transtorno do panico,sintomatico_nao_manutencao,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",Bula profissional Anvisa/SmPC bromazepam; BNF; Stahl; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Bromazepam,Insonia,uso_selecionado_curto,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",Bula profissional Anvisa/SmPC bromazepam; BNF; Stahl; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clobazam,Epilepsia,adjuvante_anticonvulsivante,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Onfi; UK/European SmPC; bula Anvisa quando disponivel; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clobazam,Ansiedade,uso_restrito_conforme_pais,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Onfi; UK/European SmPC; bula Anvisa quando disponivel; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clonazepam,Transtorno do panico,tratamento_sintomatico,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Klonopin; bula Anvisa/Rivotril; Stahl; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clonazepam,Epilepsia,anticonvulsivante,preliminar_conforme_fonte_mapeada,conforme_bula,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Klonopin; bula Anvisa/Rivotril; Stahl; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clonazepam,Ansiedade aguda,adjuvante_curto_prazo,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Klonopin; bula Anvisa/Rivotril; Stahl; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clonazepam,Mania/agita??o,adjuvante_nao_central,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Klonopin; bula Anvisa/Rivotril; Stahl; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clonazepam,Insonia,off_label_nao_preferencial,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Klonopin; bula Anvisa/Rivotril; Stahl; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Diazepam,Ansiedade aguda,adjuvante_curto_prazo,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Diazepam,Abstinencia alcoolica,tratamento_conforme_protocolo,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Diazepam,Convulsao/status,protocolo_por_via,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Diazepam,Espasmo muscular,tratamento_sintomatico,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Diazepam,Insonia,nao_preferencial,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Lorazepam,Catatonia,tratamento_inicial,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Lorazepam,Agitacao aguda,tratamento_conforme_protocolo,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Lorazepam,Ansiedade grave,adjuvante_curto_prazo,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Lorazepam,Abstinencia alcoolica,opcao_conforme_protocolo,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Lorazepam,Insonia,nao_preferencial_cronico,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Midazolam,Sedacao procedural,protocolo_monitorizado,preliminar_conforme_fonte_mapeada,procedural,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
