medication_name,disease_or_context,role,status,phase,notes,source_reference,review_status,official_indication_match,official_indications_summary,official_source_anchor,evidence_review_status,next_review_action,runtime_eligible
Fenitoina,Epilepsia,anticonvulsivante,neurologico_principal,,Nao agrupar como simples estabilizadores de humor; distinguir uso neurologico vs psiquiatrico.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Extended phenytoin sodium capsules are indicated for the treatment of tonic-clonic (grand mal) and psychomotor (temporal lobe) seizures and prevention and treatment of seizures occurring,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7e467c02-49a0-4b62-b537-430fdfa4f10e#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Fenobarbital,Epilepsia,anticonvulsivante,neurologico_principal,,Nao agrupar como simples estabilizadores de humor; distinguir uso neurologico vs psiquiatrico.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Sedative Anticonvulsant – For the treatment of generalized and partial seizures.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa09b4f2-edb0-4594-a2d2-b16f7b9686b4#INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Fenitoina,Uso psiquiatrico de anticonvulsivantes,uso_psiquiatrico_pouco_estabelecido_ou_nao_central,nao_ranking_rotineiro_sem_regra,,"Nao aparecer em ranking rotineiro para depressao, mania ou ansiedade sem regra especifica.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Extended phenytoin sodium capsules are indicated for the treatment of tonic-clonic (grand mal) and psychomotor (temporal lobe) seizures and prevention and treatment of seizures occurring,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7e467c02-49a0-4b62-b537-430fdfa4f10e#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Fenobarbital,Uso psiquiatrico de anticonvulsivantes,uso_psiquiatrico_pouco_estabelecido_ou_nao_central,nao_ranking_rotineiro_sem_regra,,"Nao aparecer em ranking rotineiro para depressao, mania ou ansiedade sem regra especifica.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Sedative Anticonvulsant – For the treatment of generalized and partial seizures.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa09b4f2-edb0-4594-a2d2-b16f7b9686b4#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Oxcarbazepina,Uso psiquiatrico de anticonvulsivantes,uso_psiquiatrico_pouco_estabelecido_ou_nao_central,nao_ranking_rotineiro_sem_regra,,"Nao aparecer em ranking rotineiro para depressao, mania ou ansiedade sem regra especifica.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Oxcarbazepine Tablets are indicated for use as monotherapy or adjunctive therapy in the treatment of partial-onset seizures in adults and as monotherapy in the treatment,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d#1 INDICATIONS & USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Topiramato,Uso psiquiatrico de anticonvulsivantes,uso_psiquiatrico_pouco_estabelecido_ou_nao_central,nao_ranking_rotineiro_sem_regra,,"Nao aparecer em ranking rotineiro para depressao, mania ou ansiedade sem regra especifica.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Monotherapy Epilepsy | Adjunctive Therapy Epilepsy | Migraine,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Naltrexona,Transtorno por uso de alcool,tratamento_principal_manutencao_prevencao_de_recaida,eligible_high_priority_if_no_opioids,reducao_consumo/prevencao_recaida/manutencao/pos_desintoxicacao,"Eleg?vel para reduzir fissura, reduzir consumo intenso e prevenir reca?da. N?o ? medicamento de resgate para abstin?ncia alco?lica aguda. Bloquear se uso atual/depend?ncia fisiol?gica de opioides ou hepatite aguda/insufici?ncia hep?tica relevante.",NICE CG115; FDA/DailyMed naltrexone; Stahl; Goodman & Gilman; referencia CTO pendente revisao formal,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Naltrexone Hydrochloride Tablets USP are indicated in the treatment of alcohol dependence and for the blockade of the effects of exogenously administered opioids. Naltrexone Hydrochloride,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2#INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Topiramato,Transtorno por uso de alcool,uso_off_label,off_label_contextual,,,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Monotherapy Epilepsy | Adjunctive Therapy Epilepsy | Migraine,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Valproato,Transtorno por uso de alcool,nao_tratamento_rotineiro,nao_recomendado_como_rotina,,Nao sao tratamentos rotineiros da dependencia alcoolica apenas por constarem na tabela.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Epilepsy | Important Limitations,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b619f73-44e5-4a99-b425-a96cb2228c87#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Carbamazepina,Transtorno por uso de alcool,nao_tratamento_rotineiro,nao_recomendado_como_rotina,,Nao sao tratamentos rotineiros da dependencia alcoolica apenas por constarem na tabela.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Epilepsy | Trigeminal Neuralgia,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8d409411-aa9f-4f3a-a52c-fbcb0c3ec053#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Naltrexona,Transtorno por uso de opioides,tratamento_dependencia_opioide,principal_conforme_avaliacao,,"Verificar uso atual de opioide, tempo desde ultima dose, risco de abstinencia, funcao hepatica e necessidade de analgesia opioide.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Naltrexone Hydrochloride Tablets USP are indicated in the treatment of alcohol dependence and for the blockade of the effects of exogenously administered opioids. Naltrexone Hydrochloride,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Fluoxetina,Bulimia nervosa,tratamento_transtorno_alimentar,principal_ou_conforme_diretriz,,,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,"Fluoxetine tablets are indicated for the treatment of: Major Depressive Disorder (MDD). The efficacy of fluoxetine in MDD was established in one 5-week trial, three",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=77b6ae48-8e3a-42e6-9b5a-aeed750861e8#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Topiramato,Transtorno de compulsao alimentar,uso_off_label,off_label_contextual,,,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Monotherapy Epilepsy | Adjunctive Therapy Epilepsy | Migraine,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Bupropiona,Transtorno de compulsao alimentar,nao_equivalente_a_combinacao,nao_recomendado_como_equivalente,,Bupropiona isolada nao equivale a combinacao naltrexona/bupropiona.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Major Depressive Disorder | Seasonal Affective Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3ec04240-baef-44d7-8d73-a181171eec43#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Sertralina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Sertraline hydrochloride tablets are indicated for the treatment of the following [ See Clinical Studies (14)]: • Major depressive disorder (MDD) • Obsessive-compulsive disorder (OCD),https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ddfd698-3d47-fc0e-e063-6394a90accec#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Citalopram,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Citalopram tablets are indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies ( 14)] .,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a7ef6ad2-5f22-4ac7-b57a-f498bcb53be1#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Escitalopram,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Escitalopram tablets are indicated for the treatment of: major depressive disorder (MDD) in adults and pediatric patients 12 years of age and older. generalized anxiety,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1b2ec266-be5b-9265-e063-6294a90a10e3#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Fluoxetina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,"Fluoxetine tablets are indicated for the treatment of: Major Depressive Disorder (MDD). The efficacy of fluoxetine in MDD was established in one 5-week trial, three",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=77b6ae48-8e3a-42e6-9b5a-aeed750861e8#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Fluvoxamina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Obsessive-Compulsive Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0b107225-ed5a-4461-9184-f3f2bad1892f#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Paroxetina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Paroxetine tablets are indicated in adults for the treatment of: Major depressive disorder (MDD) Obsessive compulsive disorder (OCD) Panic disorder (PD) Social anxiety disorder (SAD),https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Duloxetina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,1 INDICATIONS AND USAGE Duloxetine delayed-release capsule is a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of the following conditions: Major depressive,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Venlafaxina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,"Venlafaxine tablets, USP are indicated for the treatment of major depressive disorder. The efficacy of venlafaxine tablets, USP in the treatment of major depressive disorder",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Venlafaxina XR,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,"Venlafaxine tablets, USP are indicated for the treatment of major depressive disorder. The efficacy of venlafaxine tablets, USP in the treatment of major depressive disorder",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Desvenlafaxina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,PRISTIQ is indicated for the treatment of adults with major depressive disorder (MDD) [see Clinical Studies (14)].,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f43610c-f290-46ea-d186-4f998ed99fce#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Mirtazapina,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Mirtazapine tablets are indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies (14)].,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Trazodona,Transtornos alimentares - comorbidades,tratar_comorbidade,contextual,,"Podem tratar depressao/ansiedade associadas, mas nao automaticamente tratamento central.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Trazodone hydrochloride tablets are indicated for the treatment of major depressive disorder (MDD) in adults.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc5f266-6c0e-4b9a-b6e0-ea694928b948#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Nortriptilina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Nortriptyline hydrochloride is indicated for the relief of symptoms of depression. Endogenous depressions are more likely to be alleviated than are other depressive states.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aee2c1a1-d848-4c3b-8c6d-8a4f6ce94c28#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Risperidona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Schizophrenia | Bipolar Mania | Irritability Associated with Autistic Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Lurasidona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Lurasidone hydrochloride tablets are indicated for: Treatment of adult and adolescent patients (13 to 17 years) with schizophrenia [see Clinical Studies (14.1)]. Monotherapy treatment of,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Vortioxetina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,TRINTELLIX is indicated for the treatment of major depressive disorder (MDD) in adults.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb1e9df4-dd74-4073-9d78-bb55593dd000#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Dosulepina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,,,official_indication_source_missing,locate_alternate_official_source,false
Quetiapina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Schizophrenia | Bipolar Disorder | Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643d339-50ea-405d-e063-6394a90a3b70#1. INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Mirtazapina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Mirtazapine tablets are indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies (14)].,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Fenobarbital,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Sedative Anticonvulsant – For the treatment of generalized and partial seizures.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa09b4f2-edb0-4594-a2d2-b16f7b9686b4#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Agomelatina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Major depressive episodes in adults,https://www.ema.europa.eu/en/medicines/human/EPAR/valdoxan#Therapeutic indication,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Litio,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Lithium is a mood-stabilizing agent indicated as monotherapy for the treatment of bipolar I disorder: Treatment of acute manic and mixed episodes in patients 7,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049902a9-3af1-4863-994e-15f36e7a9793#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Olanzapina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Schizophrenia | Bipolar I Disorder (Manic or Mixed Episodes) | Monotherapy | Adjunctive Therapy to Lithium or Valproate | Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder | Olanzapine and Fluoxetine in Combination: Depressive Episodes Associated with Bipolar I Disorder | Olanzapine and Fluoxetine in Combination: Treatment Resistant Depression,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Venlafaxina XR,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,"Venlafaxine tablets, USP are indicated for the treatment of major depressive disorder. The efficacy of venlafaxine tablets, USP in the treatment of major depressive disorder",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Topiramato,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Monotherapy Epilepsy | Adjunctive Therapy Epilepsy | Migraine,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Venlafaxina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,"Venlafaxine tablets, USP are indicated for the treatment of major depressive disorder. The efficacy of venlafaxine tablets, USP in the treatment of major depressive disorder",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Mianserina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,,,official_indication_source_missing,locate_alternate_official_source,false
Carbamazepina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Epilepsy | Trigeminal Neuralgia,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8d409411-aa9f-4f3a-a52c-fbcb0c3ec053#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Lamotrigina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Epilepsy | Bipolar Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55f41c7e-03a6-b84c-e063-6294a90a7d82#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
