medication_name,source_system,source_status,source_title,source_version,source_date,source_url,source_locator,indications_anchor,indications_summary,dosage_anchor,dosage_excerpt,mechanism_anchor,mechanism_excerpt,warnings_anchor,warnings_excerpt,interactions_anchor,interactions_excerpt,content_sha256,extraction_status,editorial_status,runtime_eligible
Imipramina,DailyMed/FDA,official_label_located_pending_formal_review,IMIPRAMINE HYDROCHLORIDE TABLET [STRIDES PHARMA SCIENCE LIMITED],6,"Jul 02, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51d3b181-0d15-4782-a966-feb137972b18,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/51d3b181-0d15-4782-a966-feb137972b18.xml,INDICATIONS AND USAGE,Depression:For the relief of symptoms of depression. Endogenous depression is more likely to be alleviated than other depressive states. One to three weeks of treatment,DOSAGE AND ADMINISTRATION,"Usual Adult Dose Hospitalized Patients - Initially, 100 mg/day in divided doses gradually increased to 200 mg/day as required. | If no response after two weeks, increase to 250 to 300 mg/day. | Outpatients: Initially, 75 mg/day increased to 150 mg/day.",,,,,Drug Interactions,Drugs Metabolized by P450 2D6 : The biochemical activity of the drug metabolizing isozyme cytochrome P450 2D6 (debrisoquin hydroxylase) is reduced in a subset of,7b2a5c8665ccffe6c38f8c8f46a4f5d89cc3d8dea024d00637d01a81cb372a4e,official_claim_anchors_extracted,pending_formal_review,false
Lamotrigina,DailyMed/FDA,official_label_located_pending_formal_review,LAMOTRIGINE TABLET [COUPLER LLC],1,"Jul 07, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55f41c7e-03a6-b84c-e063-6294a90a7d82,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/55f41c7e-03a6-b84c-e063-6294a90a7d82.xml,1 INDICATIONS AND USAGE,Epilepsy | Bipolar Disorder,2 DOSAGE AND ADMINISTRATION,"( 2.1, 5.9) Discontinuation: Taper over a period of at least 2 weeks (approximately 50% dose reduction per week). | The dose increases should begin at the same time that the oral contraceptive is introduced and continue, based on clinical response, no more rapidly than | The decrease in dose of lamotrigine should not exceed 25% of the total daily dose per week over a 2-week period, unless clinical response or",12.1 Mechanism of Action,"The precise mechanism(s) by which lamotrigine exerts its anticonvulsant action are unknown. In animal models designed to detect anticonvulsant activity, lamotrigine was effective in preventing",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Life-threatening serious rash and/or rash-related death: Discontinue at the first sign of rash, unless the rash is clearly not drug related.",7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS Valproate increases lamotrigine concentrations more than 2-fold. ( 7, 12.3) Carbamazepine, phenytoin, phenobarbital, primidone, and rifampin decrease lamotrigine concentrations by approximately 40%.",edafed808d696cc17ff294abcf27b6c1afca0b9bc37c42f9f4c9337b74bd6004,official_claim_anchors_extracted,pending_formal_review,false
Levomepromazina,DailyMed/FDA,not_found,,,,,,,,,,,,,,,,,alternate_official_source_required,pending_formal_review,false
Lisdexanfetamina,DailyMed/FDA,official_label_located_pending_formal_review,"LISDEXAMFETAMINE DIMESYLATE TABLET, CHEWABLE [GRANULES PHARMACEUTICALS INC.]",4,"Jul 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c56b4712-2fb8-4c7a-bfbd-0401d9f5f92a,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/c56b4712-2fb8-4c7a-bfbd-0401d9f5f92a.xml,1 INDICATIONS AND USAGE,Lisdexamfetamine dimesylate chewable tablets are indicated for the treatment of: • Attention Deficit Hyperactivity Disorder (ADHD) in adults and pediatric patients 6 years and older,2 DOSAGE AND ADMINISTRATION,,12.1 Mechanism of Action,Lisdexamfetamine is a prodrug of dextroamphetamine. Amphetamines are non-catecholamine sympathomimetic amines with CNS stimulant activity. The exact mode of therapeutic action in ADHD and BED,5 WARNINGS AND PRECAUTIONS,N/A,7 DRUG INTERACTIONS,N/A,46ad98ff63e704a2ec10c2e522f50d50a08ea7815ac074bcafb9c147f665e828,official_claim_anchors_extracted,pending_formal_review,false
Litio,DailyMed/FDA,official_label_located_pending_formal_review,LITHIUM CARBONATE CAPSULE [AMERICAN HEALTH PACKAGING],3,"Jun 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049902a9-3af1-4863-994e-15f36e7a9793,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/049902a9-3af1-4863-994e-15f36e7a9793.xml,1 INDICATIONS AND USAGE,Lithium is a mood-stabilizing agent indicated as monotherapy for the treatment of bipolar I disorder: Treatment of acute manic and mixed episodes in patients 7,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Recommended starting dosage for adults and pediatric patients over 30 kg (2.2): Capsules: 300 mg, three times daily Recommended starting dosage | Mild to Moderate Renal Impairment (CLer 30 to 89 mL/min): Start with dosages less than those for patients with normal renal function, titrate slowly with | Severe Renal Impairment (CLer < 30 mL/min): Avoid use of lithium (2.5).",12.1 Mechanism of Action,The mechanism of action of lithium as a mood stabilizing agent is unknown.,5 WARNINGS AND PRECAUTIONS,5 WARNINGS AND PRECAUTIONS Lithium-Induced Polyuria: May develop during initiation of treatment. Increases risk of lithium toxicity. Educate patient to avoid dehydration. Monitor for lithium,7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS Diuretics, NSAID, renin-angiotensin system antagonists, or metronidazole may increase lithium serum concentrations. Recommend frequent monitoring of serum lithium concentration and adjust dosage",00b2e8df9b190af0ae1bb8e2869a66acc914407905d2c92be00ca15ad200485d,official_claim_anchors_extracted,pending_formal_review,false
Lorazepam,DailyMed/FDA,official_label_located_pending_formal_review,LORAZEPAM TABLET [ST. MARY'S MEDICAL PARK PHARMACY],1,"Jul 16, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569e8a5a-ddf7-ebbc-e063-6294a90ab7a4,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/569e8a5a-ddf7-ebbc-e063-6294a90ab7a4.xml,INDICATIONS AND USAGE,Lorazepam tablets are indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety or anxiety associated with depressive,DOSAGE AND ADMINISTRATION,"To facilitate this, 0.5 mg, 1 mg and 2 mg tablets are available. | The usual range is 2 to 6 mg/day given in divided doses, the largest dose being taken before bedtime, but the daily dosage may vary | For anxiety, most patients require an initial dose of 2 to 3 mg/day given two times a day or three times a day.",,,,,,,8a7d5d7cb68ff3b4b1125ed2e9073a54efff18847c6f04cfe14a057deba8aa15,official_claim_anchors_extracted,pending_formal_review,false
Lurasidona,DailyMed/FDA,official_label_located_pending_formal_review,LURASIDONE HYDROCHLORIDE TABLET [AUROBINDO PHARMA LIMITED],5,"Jul 09, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/b3e9cc86-0c5c-444f-ab57-f4d1a6865035.xml,1 INDICATIONS AND USAGE,Lurasidone hydrochloride tablets are indicated for: Treatment of adult and adolescent patients (13 to 17 years) with schizophrenia [see Clinical Studies (14.1)]. Monotherapy treatment of,2 DOSAGE AND ADMINISTRATION,"Indication Starting Dose Recommended Dose Schizophrenia – adults (2.1) 40 mg per day 40 mg to 160 mg per day Schizophrenia – adolescents (13 to | Moderate and Severe Hepatic Impairment: Recommended starting dose is 20 mg per day. | The maximum recommended dose is 80 mg per day in moderate hepatic impairment and 40 mg per day in severe hepatic impairment (2.5, 8.7).",12.1 Mechanism of Action,"The mechanism of action of lurasidone in the treatment of schizophrenia and bipolar depression is unclear. However, its efficacy in schizophrenia and bipolar depression could",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Cerebrovascular Adverse Reactions in Elderly Patients with Dementia-Related Psychosis: Increased incidence of cerebrovascular adverse events (e.g., stroke, transient ischemic attack) (5.3).",7 DRUG INTERACTIONS,7 DRUG INTERACTIONS 7.1 Drugs Having Clinically Important Interactions with Lurasidone Hydrochloride Table 34: Clinically Important Drug Interactions with Lurasidone Hydrochloride Strong CYP3A4 Inhibitors Clinical,5b8f8b74431c0804d43b8c9b7700e54ed416b0d939d5ff014d2d1fd5213acdbb,official_claim_anchors_extracted,pending_formal_review,false
Maprotilina,DailyMed/FDA,not_found,,,,,,,,,,,,,,,,,alternate_official_source_required,pending_formal_review,false
Memantina,DailyMed/FDA,official_label_located_pending_formal_review,MEMANTINE HYDROCHLORIDE TABLET [PREFERRED PHARMACEUTICALS INC.],3,"Jun 19, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=becb09dc-174d-4817-88d4-f38c8adcd309,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/becb09dc-174d-4817-88d4-f38c8adcd309.xml,1 INDICATIONS AND USAGE,Memantine hydrochloride USP is indicated for the treatment of moderate to severe dementia of the Alzheimer’s type.,2 DOSAGE AND ADMINISTRATION,"The recommended starting dose of memantine hydrochloride USP is 5 mg once daily. | The dose should be increased in 5 mg increments to 10 mg/day (5 mg twice daily), 15 mg/day (5 mg and 10 mg as separate | The dosage shown to be effective in controlled clinical trials is 20 mg/day.",12.1 Mechanism of Action,Persistent activation of central nervous system N-methyl-D-aspartate (NMDA) receptors by the excitatory amino acid glutamate has been hypothesized to contribute to the symptomatology of Alzheimer’s,5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS •Conditions that raise urine pH may decrease the urinary elimination of memantine, resulting in increased plasma levels of memantine. (5.1, 7.1)",7 DRUG INTERACTIONS,7 DRUG INTERACTIONS 7.1 Drugs that Make the Urine Alkaline The clearance of memantine was reduced by about 80% under alkaline urine conditions at pH,e77a72d9595055d7db83cf0740b57fb5057d3d709100d84df92076a516b2032e,official_claim_anchors_extracted,pending_formal_review,false
Metadona,DailyMed/FDA,official_label_located_pending_formal_review,"METHADONE HYDROCHLORIDE INJECTION, SOLUTION [BRECKENRIDGE PHARMACEUTICAL INC]",3,"Jun 18, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=13541167-95f4-4cb9-9d7d-3c1aced5c5f6,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/13541167-95f4-4cb9-9d7d-3c1aced5c5f6.xml,INDICATIONS AND USAGE,Conditions for Distribution and Use of Methadone Products for the Treatment of Opioid Addiction,DOSAGE AND ADMINISTRATION,"It is safer to underestimate a patient's 24-hour methadone dosage and provide rescue medication (e.g., immediate-release opioid) than to overestimate the 24-hour methadone dosage and | Use of Parenteral Methadone in Patients who are not Opioid Tolerant When parenteral methadone is used in patients who are not tolerant to opioids, the | Conversion from Oral Methadone to Parenteral Methadone Conversion from oral methadone to parenteral methadone should initially use a 2:1 dose ratio (e.g., 10 mg oral",Mechanism of Action,"Methadone hydrochloride is a mu-agonist; a synthetic opioid analgesic with multiple actions qualitatively similar to those of morphine, the most prominent of which involve the",,,Drug Interactions,"Drug Interactions Clinically Significant Drug Interactions with Methadone Hydrochloride Injection Inhibitors of CYP3A4, CYP2B6, CYP2C19, CYP2C9, or CYP2D6 Clinical Impact: Methadone undergoes hepatic N-demethylation by",2f274c83a8658473ab1516f1e73b77d7f3d14ace649aa9eae2a670318aa4ac62,official_claim_anchors_extracted,pending_formal_review,false
Metilfenidato IR,DailyMed/FDA,official_label_located_pending_formal_review,"QUILLICHEW ER (METHYLPHENIDATE HYDROCHLORIDE) TABLET, CHEWABLE, EXTENDED RELEASE [NEXTWAVE PHARMACEUTICALS, INC]",31,"Jul 07, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/defc1205-8e90-4b1e-b862-05e4c35c7364.xml,1 INDICATIONS AND USAGE,QuilliChew ER is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) [see Clinical Studies ( 14 ) ]. Limitations of Use The use,2 DOSAGE AND ADMINISTRATION,,12.1 Mechanism of Action,Methylphenidate is a central nervous system (CNS) stimulant.,5 WARNINGS AND PRECAUTIONS,,7 DRUG INTERACTIONS,,648530c46bb0ae5e30953d5843bd98265a7058d30cbadb09dbc785ac231285ab,official_claim_anchors_extracted,pending_formal_review,false
Metilfenidato LP,DailyMed/FDA,official_label_located_pending_formal_review,"QUILLICHEW ER (METHYLPHENIDATE HYDROCHLORIDE) TABLET, CHEWABLE, EXTENDED RELEASE [NEXTWAVE PHARMACEUTICALS, INC]",31,"Jul 07, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/defc1205-8e90-4b1e-b862-05e4c35c7364.xml,1 INDICATIONS AND USAGE,QuilliChew ER is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) [see Clinical Studies ( 14 ) ]. Limitations of Use The use,2 DOSAGE AND ADMINISTRATION,,12.1 Mechanism of Action,Methylphenidate is a central nervous system (CNS) stimulant.,5 WARNINGS AND PRECAUTIONS,,7 DRUG INTERACTIONS,,648530c46bb0ae5e30953d5843bd98265a7058d30cbadb09dbc785ac231285ab,official_claim_anchors_extracted,pending_formal_review,false
Mianserina,DailyMed/FDA,not_found,,,,,,,,,,,,,,,,,alternate_official_source_required,pending_formal_review,false
Midazolam,DailyMed/FDA,official_label_located_pending_formal_review,"MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE) INJECTION, SOLUTION [ONESOURCE SPECIALTY PHARMA LIMITED]",1,"Jun 24, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54ed43b2-bad1-4b45-e063-6294a90a793a,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/54ed43b2-bad1-4b45-e063-6294a90a793a.xml,INDICATIONS AND USAGE,"Midazolam hydrochloride injection is indicated: intramuscularly or intravenously for preoperative sedation/anxiolysis/amnesia; intravenously as an agent for sedation/anxiolysis/amnesia prior to or during diagnostic, therapeutic or endoscopic",DOSAGE AND ADMINISTRATION,"Clinical experience has shown midazolam hydrochloride to be 3 to 4 times as potent per mg as diazepam. | Midazolam, at a concentration of 0.5 mg/mL, is compatible with 5% dextrose in water and 0.9% sodium chloride for up to 24 hours and with | Both the 1 mg/mL and 5 mg/mL formulations of midazolam may be diluted with 0.9% sodium chloride or 5% dextrose in water.",,,,,Drug Interactions,Effect of Concomitant Use of Benzodiazepines and Opioids The concomitant use of benzodiazepines and opioids increases the risk of respiratory depression because of actions at,473da0761a74ef312dcedf7f880b5b4744deda880586be713e5e3e3890ad2255,official_claim_anchors_extracted,pending_formal_review,false
Mirtazapina,DailyMed/FDA,official_label_located_pending_formal_review,"MIRTAZAPINE TABLET, FILM COATED [PREFERRED PHARMACEUTICALS INC.]",3,"Jul 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/2a0689ae-5650-42d1-ac9d-56dd2b467727.xml,1 INDICATIONS AND USAGE,Mirtazapine tablets are indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies (14)].,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION •Starting dose: 15 mg once daily; | may increase up to maximum recommended dose of 45 mg once daily. | (2.1) •Administer orally once daily, preferably in the evening prior to sleep.",12.1 Mechanism of Action,"The mechanism of action of mirtazapine for the treatment of major depressive disorder, is unclear. However, its efficacy could be mediated through its activity as",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS • Agranulocytosis: If sore throat, fever, stomatitis or signs of infection occur, along with a low white blood cell count, treatment",7 DRUG INTERACTIONS,Table 5 includes clinically important drug interactions with mirtazapine [see Clinical Pharmacology (12.3)]. Table 5: Clinically Important Drug Interactions with Mirtazapine Monoamine Oxidase Inhibitors (MAOIs),b85a6483334e87443685ff22d1a6c8f32118624684068b232028de79de6c25fd,official_claim_anchors_extracted,pending_formal_review,false
Naloxona,DailyMed/FDA,official_label_located_pending_formal_review,"BUPRENORPHINE AND NALOXONE TABLET [ASCEND LABORATORIES, LLC]",19,"Jul 06, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7.xml,1 INDICATIONS & USAGE,Buprenorphine and Naloxone Sublingual Tablets are indicated for the maintenance treatment of opioid dependence. Buprenorphine and Naloxone Sublingual Tablets should be used as part of,2 DOSAGE & ADMINISTRATION,2 DOSAGE & ADMINISTRATION Administer Buprenorphine and Naloxone Sublingual Tablets sublingually as a single daily dose. | (2.3) The maintenance dose of Buprenorphine and Naloxone Sublingual Tablets is generally in the range of 4 mg/1 mg to 24 mg/6 mg per day | (2.7) 2.1 Important Dosage and Administration Information Buprenorphine and Naloxone Sublingual Tablets are administered sublingually as a single daily dose.,12.1 Mechanism of Action,Buprenorphine and Naloxone Sublingual Tablets contain buprenorphine and naloxone. Buprenorphine is a partial agonist at the mu-opioid receptor and an antagonist at the kappa-opioid receptor.,5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Addiction, Abuse, and Misuse: Buprenorphine can be abused in a similar manner to other opioids. Clinical monitoring appropriate to the patient’s",7 DRUG INTERACTIONS,Table 3 includes clinically significant drug interactions with Buprenorphine and Naloxone Sublingual Tablets. Table 3. Clinically Significant Drug Interactions Benzodiazepines or Other Central Nervous System,31d652384ec2b4d8525c13b1d26f64aeb0cebd3cf6d8c5ac7fb829802478f099,official_claim_anchors_extracted,pending_formal_review,false
Naltrexona,DailyMed/FDA,official_label_located_pending_formal_review,"NALTREXONE HYDROCHLORIDE TABLET, FILM COATED [COUPLER LLC]",1,"Jul 10, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/56055980-d23b-ec7d-e063-6394a90a9cc2.xml,INDICATIONS AND USAGE,Naltrexone Hydrochloride Tablets USP are indicated in the treatment of alcohol dependence and for the blockade of the effects of exogenously administered opioids. Naltrexone Hydrochloride,DOSAGE AND ADMINISTRATION,,,,,,Drug Interactions,"Studies to evaluate possible interactions between naltrexone hydrochloride and drugs other than opiates have not been performed. Consequently, caution is advised if the concomitant administration",e30d78c08cff2285eb6b58268a613d29886f97f7452c658ca0cf6b6067bd9bf1,official_claim_anchors_extracted,pending_formal_review,false
Nortriptilina,DailyMed/FDA,official_label_located_pending_formal_review,"NORTRIPTYLINE HYDROCHLORIDE CAPSULE [SUN PHARMACEUTICAL INDUSTRIES, INC.]",11,"Jul 16, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aee2c1a1-d848-4c3b-8c6d-8a4f6ce94c28,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/aee2c1a1-d848-4c3b-8c6d-8a4f6ce94c28.xml,INDICATIONS AND USAGE,Nortriptyline hydrochloride is indicated for the relief of symptoms of depression. Endogenous depressions are more likely to be alleviated than are other depressive states.,DOSAGE AND ADMINISTRATION,,,,,,Drug Interactions,"Administration of reserpine during therapy with a tricyclic antidepressant has been shown to produce a ""stimulating"" effect in some depressed patients. Close supervision and careful",f3b2a06a0ba3a0c1d159dbd6ba3010268e0f43dda64c895229556a4784203373,official_claim_anchors_extracted,pending_formal_review,false
Olanzapina,DailyMed/FDA,official_label_located_pending_formal_review,"OLANZAPINE TABLET, FILM COATED [MAJOR PHARMACEUTICALS]",14,"Jul 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/0ecbf540-572e-4ca4-b694-18ca1cd1c194.xml,1 INDICATIONS AND USAGE,Schizophrenia | Bipolar I Disorder (Manic or Mixed Episodes) | Monotherapy | Adjunctive Therapy to Lithium or Valproate | Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder | Olanzapine and Fluoxetine in Combination: Depressive Episodes Associated with Bipolar I Disorder | Olanzapine and Fluoxetine in Combination: Treatment Resistant Depression,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Schizophrenia in adults (2.1) Oral: Start at 5 to 10 mg once daily;Target: 10 mg/day within several days Schizophrenia in adolescents | (2.5, 2.6) • Safety of co-administration of doses above 18 mg olanzapine with 75 mg fluoxetine has not been evaluated in adults. | (2.5, 2.6) • Safety of co-administration of doses above 12 mg olanzapine with 50 mg fluoxetine has not been evaluated in children and adolescents ages",12.1 Mechanism of Action,"The mechanism of action of olanzapine, in the listed indications is unclear. However, the efficacy of olanzapine in schizophrenia could be mediated through a combination",5 WARNINGS AND PRECAUTIONS,"When using olanzapine and fluoxetine in combination, also refer to the Warnings and Precautions section of the package insert for Symbyax.",7 DRUG INTERACTIONS,The risks of using olanzapine in combination with other drugs have not been extensively evaluated in systematic studies.,cb42f1b890c45b3de8dd18ae68dae3ca04ec74b0755d6c02526ca9325a8446b5,official_claim_anchors_extracted,pending_formal_review,false
Oxazepam,DailyMed/FDA,official_label_located_pending_formal_review,"OXAZEPAM CAPSULE, GELATIN COATED [ACTAVIS PHARMA, INC.]",20,"Nov 17, 2025",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43.xml,INDICATIONS,Oxazepam capsules are indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Anxiety or tension associated with,DOSAGE AND ADMINISTRATION,"10 to 15 mg, 3 or 4 times daily Severe anxiety syndromes, agitation, or anxiety associated with depression. | 15 to 30 mg, 3 or 4 times daily Older patients with anxiety, tension, irritability and agitation. | Initial dosage: 10 mg, 3 times daily.",,,,,,,ad7c48146354b7a1b4e02de07558a53e628d3b04d4e11d1b25eef429eefb750e,official_claim_anchors_extracted,pending_formal_review,false
Oxcarbazepina,DailyMed/FDA,official_label_located_pending_formal_review,"OXCARBAZEPINE TABLET, FILM COATED [ANI PHARMACEUTICALS, INC.]",3,"Jul 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/867eaf99-3e31-4f75-bfae-2898804d956d.xml,1 INDICATIONS & USAGE,Oxcarbazepine Tablets are indicated for use as monotherapy or adjunctive therapy in the treatment of partial-onset seizures in adults and as monotherapy in the treatment,2 DOSAGE & ADMINISTRATION,"2 DOSAGE & ADMINISTRATION Adults: Initiate with a dose of 600 mg/day, given twice a day Adjunctive Therapy: Maximum increment of 600 mg/day at approximately | The recommended daily dose is 1200 mg/day (2.1) Conversion to Monotherapy: Withdrawal concomitant over 3 to 6 weeks; | reach maximum dose of oxcarbazepine tablets in 2 to 4 weeks with increments of 600 mg/day at weekly intervals to a recommended daily dose of",12.1 Mechanism of Action,The pharmacological activity of oxcarbazepine is primarily exerted through the 10-monohydroxy metabolite (MHD) of oxcarbazepine [see Clinical Pharmacology (12.3)]. The precise mechanism by which oxcarbazepine,5 WARNINGS AND PRECAUTIONS,5 WARNINGS AND PRECAUTIONS Hyponatremia: Monitor serum sodium levels (5.1) Cross Hypersensitivity Reaction to Carbamazepine: Discontinue immediately if hypersensitivity occurs (5.3) Serious Dermatological Reactions: If,7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS Phenytoin: Increased phenytoin levels. Reduced dose of phenytoin may be required (7.1) Carbamazepine, Phenytoin, and Phenobarbital: Decreased plasma levels of MHD (the",330c0b336c784ff2a0acac9abafbe245145f309d20fbf76c81eabe6830916874,official_claim_anchors_extracted,pending_formal_review,false
Paliperidona,DailyMed/FDA,official_label_located_pending_formal_review,"PALIPERIDONE TABLET, EXTENDED RELEASE [AJANTA PHARMA USA INC.]",5,"Jun 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71985eb4-07df-41c9-8b9a-85f39e92b7d0,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/71985eb4-07df-41c9-8b9a-85f39e92b7d0.xml,1 INDICATIONS AND USAGE,Schizophrenia | Schizoaffective Disorder,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Initial Dose Recommended Dose Maximum Dose Schizophrenia - adults (2.1) 6 mg/day 3 to 12 mg/day 12 mg/day Schizophrenia - adolescents | (2.3) 2.1 Schizophrenia Adults The recommended dose of paliperidone extended-release tablets for the treatment of schizophrenia in adults is 6 mg administered once daily. | Although it has not been systematically established that doses above 6 mg have additional benefit, there was a general trend for greater effects with higher",12.1 Mechanism of Action,"Paliperidone is the major active metabolite of risperidone. The mechanism of action of paliperidone in schizophrenia is unclear. However, the drug's therapeutic effect in schizophrenia",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Cerebrovascular Adverse Reactions: An increased incidence of cerebrovascular adverse reactions (e.g. stroke, transient ischemic attack, including fatalities) has been seen in",7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS Centrally-acting drugs: Due to CNS effects, use caution in combination. Avoid alcohol. (7.1) Drugs that may cause orthostatic hypotension: An additive effect",3fc6c1f2045d3910c2b4ae6ac2ce9393000f9d87ef497ed94ff8e3c18587d393,official_claim_anchors_extracted,pending_formal_review,false
Paroxetina,DailyMed/FDA,official_label_located_pending_formal_review,"PAROXETINE (PAROXETINE HYDROCHLORIDE) TABLET, FILM COATED [NORTHSTAR RX LLC]",6,"Jul 13, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/118320de-0632-4139-8b13-7428b41da0ac.xml,1 INDICATIONS AND USAGE,Paroxetine tablets are indicated in adults for the treatment of: Major depressive disorder (MDD) Obsessive compulsive disorder (OCD) Panic disorder (PD) Social anxiety disorder (SAD),2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Recommended starting and maximum daily dosage for MDD, OCD, PD, and PTSD: (2.2) Indication Starting Daily Dose Maximum Daily Dose MDD | (2.3) Elderly patients, patients with severe renal impairment or severe hepatic impairment: Starting dosage is 10 mg daily. | Maximum dosage is 40 mg daily.",12.1 Mechanism of Action,"The mechanism of action of paroxetine in the treatment of MDD, SAD, OCD, PD, GAD, and PTSD is unknown, but is presumed to be linked",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Serotonin Syndrome: Increased risk when co-administered with other serotonergic agents, but also when taken alone. If occurs, discontinue paroxetine and serotonergic",7 DRUG INTERACTIONS,Table 9 presents clinically significant drug interactions with paroxetine. Table 9 : Clinically Significant Drug Interactions with Paroxetine Monoamine Oxidase Inhibitors (MAOIs) Clinical Impact The,8263358bc0ead914452e382a2fd96e575c49067cccb85e4890d88f5dbbfc7a2f,official_claim_anchors_extracted,pending_formal_review,false
