medication_id,medication_name,drug_class,condition_or_context,condition_key,dose_effect_band,dose_effect_min,dose_effect_max,dose_effect_goal,dominant_effect,mechanism_or_target,condition_range,condition_range_min,condition_range_max,range_source,strategy_if_below_range,strategy_if_within_range_partial_response,strategy_if_within_range_no_response,strategy_if_above_range,strategy_if_range_missing,dose_effect_source,evidence_status,notes
olanzapina,Olanzapina,Antipsicotico atipico,Depressao resistente,depressao_ansiosa,"2,5–5 mg/dia: baixa exposição; sedação e aumento do apetite já podem ocorrer. (DM/ST-PG/ST-E/GG/Maudsley)",2.5,5,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Transtorno bipolar - episodio depressivo,depressao_ansiosa,"2,5–5 mg/dia: baixa exposição; sedação e aumento do apetite já podem ocorrer. (DM/ST-PG/ST-E/GG/Maudsley)",2.5,5,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,"2,5–5 mg/dia: baixa exposição; sedação e aumento do apetite já podem ocorrer. (DM/ST-PG/ST-E/GG/Maudsley)",2.5,5,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Transtorno bipolar - manutencao,,"2,5–5 mg/dia: baixa exposição; sedação e aumento do apetite já podem ocorrer. (DM/ST-PG/ST-E/GG/Maudsley)",2.5,5,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,"2,5–5 mg/dia: baixa exposição; sedação e aumento do apetite já podem ocorrer. (DM/ST-PG/ST-E/GG/Maudsley)",2.5,5,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,"2,5–5 mg/dia: baixa exposição; sedação e aumento do apetite já podem ocorrer. (DM/ST-PG/ST-E/GG/Maudsley)",2.5,5,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,"2,5–5 mg/dia: baixa exposição; sedação e aumento do apetite já podem ocorrer. (DM/ST-PG/ST-E/GG/Maudsley)",2.5,5,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Depressao resistente,depressao_ansiosa,5–10 mg/dia: faixa comum. (DM/ST-PG/ST-E/GG/Maudsley),5,10,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Transtorno bipolar - episodio depressivo,depressao_ansiosa,5–10 mg/dia: faixa comum. (DM/ST-PG/ST-E/GG/Maudsley),5,10,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,5–10 mg/dia: faixa comum. (DM/ST-PG/ST-E/GG/Maudsley),5,10,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Transtorno bipolar - manutencao,,5–10 mg/dia: faixa comum. (DM/ST-PG/ST-E/GG/Maudsley),5,10,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,5–10 mg/dia: faixa comum. (DM/ST-PG/ST-E/GG/Maudsley),5,10,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,5–10 mg/dia: faixa comum. (DM/ST-PG/ST-E/GG/Maudsley),5,10,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,5–10 mg/dia: faixa comum. (DM/ST-PG/ST-E/GG/Maudsley),5,10,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Depressao resistente,depressao_ansiosa,10–20 mg/dia: maior efeito antipsicótico/antimaníaco e maior carga metabólica. (DM/ST-PG/ST-E/GG/Maudsley),10,20,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Transtorno bipolar - episodio depressivo,depressao_ansiosa,10–20 mg/dia: maior efeito antipsicótico/antimaníaco e maior carga metabólica. (DM/ST-PG/ST-E/GG/Maudsley),10,20,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,10–20 mg/dia: maior efeito antipsicótico/antimaníaco e maior carga metabólica. (DM/ST-PG/ST-E/GG/Maudsley),10,20,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Transtorno bipolar - manutencao,,10–20 mg/dia: maior efeito antipsicótico/antimaníaco e maior carga metabólica. (DM/ST-PG/ST-E/GG/Maudsley),10,20,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,10–20 mg/dia: maior efeito antipsicótico/antimaníaco e maior carga metabólica. (DM/ST-PG/ST-E/GG/Maudsley),10,20,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,10–20 mg/dia: maior efeito antipsicótico/antimaníaco e maior carga metabólica. (DM/ST-PG/ST-E/GG/Maudsley),10,20,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
olanzapina,Olanzapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,10–20 mg/dia: maior efeito antipsicótico/antimaníaco e maior carga metabólica. (DM/ST-PG/ST-E/GG/Maudsley),10,20,"psicose, mania, sono, apetite","Antipsicótico e antimaníaco sedativo, com forte efeito sobre apetite
e metabolismo. (DM/ST-PG/ST-E/GG/Maudsley)","Antagonismo D2, 5-HT2A, 5-HT2C, H1, muscarínico e alfa-1. (DM/ST-PG/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",source_located_pending_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Dor neuropatica ou sindromes dolorosas,dor,300–600 mg/dia: início/titulação. (DM/GG/CANMAT/ISBD),300,600,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
