medication_name,drug_class,condition_or_context,condition_key,audit_status,condition_range,dose_effect_min,dose_effect_max,range_source,dose_effect_source,missing_fields
Olanzapina,Antipsicotico atipico,Transtorno bipolar - episodio depressivo,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Transtorno bipolar - manutencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Depressao resistente,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,10,20,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Transtorno bipolar - episodio depressivo,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,10,20,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,10,20,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Transtorno bipolar - manutencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,10,20,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,10,20,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,10,20,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_range | condition_range_min | condition_range_max | range_source
Olanzapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,10,20,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_ZYPREXA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194",condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Dor neuropatica ou sindromes dolorosas,dor,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,600,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Epilepsia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,600,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Uso psiquiatrico de anticonvulsivantes,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,600,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,600,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Dor neuropatica ou sindromes dolorosas,dor,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.2,900,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Epilepsia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.2,900,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Uso psiquiatrico de anticonvulsivantes,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.2,900,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.2,900,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Dor neuropatica ou sindromes dolorosas,dor,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2.4,2.4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Epilepsia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2.4,2.4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Uso psiquiatrico de anticonvulsivantes,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2.4,2.4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2.4,2.4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Dor neuropatica ou sindromes dolorosas,dor,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.2,600,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Epilepsia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.2,600,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Uso psiquiatrico de anticonvulsivantes,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.2,600,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Oxcarbazepina,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.2,600,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",condition_range | condition_range_min | condition_range_max | range_source
Paroxetina,SSRI/serotonergico,Transtorno disforico pre-menstrual,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,10,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Paroxetina,SSRI/serotonergico,Transtorno disforico pre-menstrual,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,20,40,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Paroxetina,SSRI/serotonergico,Transtorno disforico pre-menstrual,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,50,60,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Quetiapina,Antipsicotico atipico,Depressao resistente,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,Transtorno de ansiedade generalizada,TAG,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,TOC resistente,TOC,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_key | condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,Depressao resistente,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,Transtorno de ansiedade generalizada,TAG,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,TOC resistente,TOC,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_key | condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,Depressao resistente,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,Transtorno de ansiedade generalizada,TAG,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,TOC resistente,TOC,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_key | condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Quetiapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,800,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Risperidona,Antipsicotico atipico,Depressao resistente,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,1,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,TOC resistente,TOC,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,1,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,1,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,1,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,1,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,1,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Depressao resistente,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,TOC resistente,TOC,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Depressao resistente,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,4,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
